"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(BNB)","Value_OUT(BNB)","CurrentValue @ $524.13/BNB","TxnFee(BNB)","TxnFee(USD)","Historical $Price/BNB","Status","ErrCode","Method"
"0x4e7f1e6b56c2410406f00eb012bd5f4eef8e5e1d3a2b450b0b679dde9c85baef","13089739","1638316803","2021-12-01 00:00:03","0x1baa703cdea8432fd5fdbeb8f343fb342ec694d1","0x10ed43c718714eb63d5aa57b78b54704e256024e","","1.5","0","786.195","0.00151538544","0.7942589706672","627.93","","","Swap Exact ETH For Tokens",""
"0xbf1bc58aff6e70f3d3f7d5dba22752e9ccdc79a9229e8016804adeb4875da0b0","13089739","1638316803","2021-12-01 00:00:03","0x934597d2cefbc2d28cbab01f97402b5e5f66077c","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0.006184831009094046","0","3.24165547679646","0.002616024","1.37113665912","627.93","","","Swap ETH For Exact Tokens",""
"0xa416f24b6d883debf85b9599df368e3fbfda3557cacb83b52766cb12043d0403","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.0007293","0.382248009","627.93","","","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x53cd476d6d9e86f34b425177c1ad2d67b29923d5d6f6c689a91e175de87523be","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x067beea046f369a2b82f9b1fe66b55f41b66d60c5da84079b5cddcc4248f66fa","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x4c2070839c09d6108afc38e1b963952b07c459b1ee9feebace4a7f4c5e11164b","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0xd41ef34d78a19024652ae76de579b7e4f3027c81121b18f05c306dee18cfbeb8","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x1081a427fc5aae18ef902105bac6ef8fd4d5132577a26f8c1981e0c0f4c9ea4b","13089739","1638316803","2021-12-01 00:00:03","0x8574ce19326e4e8a4f7a3a1fb6a9c897b0663a8e","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0.09","0","47.1717","0.001036248","0.54312866424","627.93","","","Swap Exact ETH For Tokens",""
"0x8bd9d0408d9a693086f0620ba213350102db55e00f8b0628d707a3e29bd0b802","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
"0x20098d4a54de3bc256ee1d43933666a70eabbf9ecb060a17be3163b74e512dfc","13089739","1638316803","2021-12-01 00:00:03","0xfdb62d45b2da099ab990e8565807f4b0092e0222","0x10ed43c718714eb63d5aa57b78b54704e256024e","","0","0","0","0.00018354","0.0961988202","627.93","Error(0)","execution reverted","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens",""
